,invoice_id,cust_number,name_customer,Industry_Sector,buisness_year,issue_date,due_in_date,invoice_currency,total_open_amount,clear_date,isOpen,Ground_Truth,issue_date_format,due_in_date_format,clear_date_format,time_taken_for_payment,payment_category,sector_format,no_of_days_for_due_pay,US_Dollars,no_of_early_pays,avg_of_early_pays,no_of_OnTime_pays,avg_of_OnTime_pays,no_of_late_pays,avg_of_late_pays,no_of_VeryLate_pays,avg_of_VeryLate_pays,no_of_CriticallyLate_pays,avg_of_CriticallyLate_pays
1045,1930324007.0,200722444,PERFOR corporation,,2020,01/02/20,20200203,USD,8126.8,1/17/20 0:00,0,,2020-01-02,2020-02-03,2020-01-17,-17.0,Early,AllSectors,32,8126.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1047,1928647630.0,200779340,CARA foundation,,2019,1/23/19,20190212,USD,13730.84,02/12/19 0:00,0,,2019-01-23,2019-02-12,2019-02-12,0.0,OnTime,AllSectors,20,13730.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1048,1930537061.0,200769623,WAL-MAR trust,Retail,2020,2/18/20,20200304,USD,23897.25,03/05/20 0:00,0,,2020-02-18,2020-03-04,2020-03-05,1.0,Late,Retail,15,23897.25,185,24131.66898973528,1,11085.927272727273,36,24647.709972299162,1,791.8272727272727,0,0.0
1049,1930020102.0,200793088,DEMOU us,,2019,10/17/19,20191101,USD,191999.14,10/31/19 0:00,0,,2019-10-17,2019-11-01,2019-10-31,-1.0,Early,AllSectors,15,191999.14,0,0.0,1,135139.52727272728,0,0.0,0,0.0,0,0.0
1050,1929739974.0,100005765,TIPTON associates,,2019,8/15/19,20190924,USD,26518.68,11/08/19 0:00,0,,2019-08-15,2019-09-24,2019-11-08,45.0,VeryLate,AllSectors,40,26518.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1051,2960564760.0,140104340,COLABOR  ,,2019,7/26/19,20190805,CAD,54420.22,08/08/19 0:00,0,,2019-07-26,2019-08-05,2019-08-08,3.0,Late,AllSectors,10,39726.7606,1,296.7181818181818,0,0.0,1,3480.6454545454544,1,6162.818181818182,0,0.0
1052,2960607606.0,140106181,THE  co,,2020,1/16/20,20200126,CAD,9182.4,04/08/20 0:00,0,,2020-01-16,2020-01-26,2020-04-08,73.0,VeryLate,AllSectors,10,6703.151999999999,0,0.0,0,0.0,0,0.0,3,23834.14193548387,1,107021.22727272726
1053,1928589831.0,200769623,WAL-MAR systems,Retail,2019,01/08/19,20190123,USD,22466.36,1/18/19 0:00,0,,2019-01-08,2019-01-23,2019-01-18,-5.0,Early,Retail,15,22466.36,2,16388.35238095238,0,0.0,0,0.0,0,0.0,0,0.0
1054,1929948062.0,200764795,SYSCO  associates,,2019,10/03/19,20191018,USD,3010.12,10/21/19 0:00,0,,2019-10-03,2019-10-18,2019-10-21,3.0,Late,AllSectors,15,3010.12,1,39321.36363636363,0,0.0,1,26236.763636363634,0,0.0,0,0.0
1055,1930432900.0,200769623,WAL-MAR llc,Retail,2020,1/26/20,20200210,USD,12430.45,02/06/20 0:00,0,,2020-01-26,2020-02-10,2020-02-06,-4.0,Early,Retail,15,12430.45,176,23924.33134582623,1,11085.927272727273,32,22470.890342679122,1,791.8272727272727,0,0.0
1057,1929677354.0,200759878,SA associates,,2019,7/31/19,20190815,USD,82206.66,8/15/19 0:00,0,,2019-07-31,2019-08-15,2019-08-15,0.0,OnTime,AllSectors,15,82206.66,0,0.0,3,62629.354838709674,11,35788.36576576577,0,0.0,0,0.0
1059,1930019557.0,200769623,WAL-MAR associates,Retail,2019,10/17/19,20191101,USD,15609.19,10/28/19 0:00,0,,2019-10-17,2019-11-01,2019-10-28,-4.0,Early,Retail,15,15609.19,122,24308.613349713338,1,11085.927272727273,21,23591.502369668247,1,791.8272727272727,0,0.0
1060,1929619733.0,200769623,WAL-MAR corporation,Retail,2019,7/15/19,20190730,USD,61849.57,7/31/19 0:00,0,,2019-07-15,2019-07-30,2019-07-31,1.0,Late,Retail,15,61849.57,85,22438.547473560513,1,11085.927272727273,17,21821.883040935674,1,791.8272727272727,0,0.0
1061,1928871457.0,200795490,HY -  in,,2019,2/27/19,20190314,USD,94895.77,3/18/19 0:00,0,,2019-02-27,2019-03-14,2019-03-18,4.0,Late,AllSectors,15,94895.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1065,2960567718.0,140106408,WAL-M associates,,2019,7/24/19,20190803,CAD,19945.76,08/12/19 0:00,0,,2019-07-24,2019-08-03,2019-08-12,9.0,Late,AllSectors,10,14560.404799999998,0,0.0,0,0.0,9,47937.837362637365,0,0.0,0,0.0
1066,1929616699.0,200726979,BJ'S  trust,,2019,7/13/19,20190728,USD,199.53,7/29/19 0:00,0,,2019-07-13,2019-07-28,2019-07-29,1.0,Late,AllSectors,15,199.53,0,0.0,12,9326.320661157024,13,14516.26717557252,0,0.0,0,0.0
1067,2960550893.0,140104440,SO trust,,2019,5/31/19,20190610,CAD,3754.34,6/17/19 0:00,0,,2019-05-31,2019-06-10,2019-06-17,7.0,Late,AllSectors,10,2740.6682,0,0.0,0,0.0,3,136810.8935483871,0,0.0,0,0.0
1068,1930437429.0,200772595,SAFEW llc,,2020,1/24/20,20200208,USD,173755.57,02/10/20 0:00,0,,2020-01-24,2020-02-08,2020-02-10,2.0,Late,AllSectors,15,173755.57,0,0.0,1,39251.64545454545,5,60170.23529411765,0,0.0,0,0.0
1069,1929824459.0,200752302,KROGER associates,,2019,09/03/19,20190918,USD,67417.08,9/18/19 0:00,0,,2019-09-03,2019-09-18,2019-09-18,0.0,OnTime,AllSectors,15,67417.08,0,0.0,2,82421.74285714286,0,0.0,0,0.0,0,0.0
1070,2960550506.0,140105686,SYSC systems,,2019,5/23/19,20190608,CAD,20391.92,6/13/19 0:00,0,,2019-05-23,2019-06-08,2019-06-13,5.0,Late,AllSectors,16,14886.101599999998,0,0.0,0,0.0,3,21842.154838709674,0,0.0,0,0.0
1072,1928798795.0,200555117,BURR corp,,2019,2/14/19,20190301,USD,186.17,03/01/19 0:00,0,,2019-02-14,2019-03-01,2019-03-01,0.0,OnTime,AllSectors,15,186.17,0,0.0,0,0.0,1,432.4454545454545,0,0.0,0,0.0
1075,2960526461.0,140104423,METRO  trust,,2019,02/01/19,20190212,CAD,149467.35,02/11/19 0:00,0,,2019-02-01,2019-02-12,2019-02-11,-1.0,Early,AllSectors,11,109111.1655,1,154251.21818181817,0,0.0,0,0.0,0,0.0,0,0.0
1076,1929636804.0,200729290,KROGER corp,,2019,7/19/19,20190803,USD,50767.6,08/05/19 0:00,0,,2019-07-19,2019-08-03,2019-08-05,2.0,Late,AllSectors,15,50767.6,0,0.0,0,0.0,1,17315.963636363635,0,0.0,0,0.0
1077,1929775122.0,200769623,WAL-MAR llc,Retail,2019,8/24/19,20190908,USD,44782.11,09/04/19 0:00,0,,2019-08-24,2019-09-08,2019-09-04,-4.0,Early,Retail,15,44782.11,100,23465.754145854142,1,11085.927272727273,18,24033.357458563536,1,791.8272727272727,0,0.0
1078,1929588387.0,CCCA02,KRAFT  foundation,,2019,07/09/19,20190813,USD,42151.56,8/30/19 0:00,0,,2019-07-09,2019-08-13,2019-08-30,17.0,Late,AllSectors,35,42151.56,1,7003.636363636363,1,14768.30909090909,6,27742.59180327869,0,0.0,0,0.0
1079,1929203481.0,200707741,SMART &  us,,2019,4/24/19,20190509,USD,16829.23,05/09/19 0:00,0,,2019-04-24,2019-05-09,2019-05-09,0.0,OnTime,AllSectors,15,16829.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1082,1930416405.0,CCU013,KRAFT F corporation,,2020,1/24/20,20200124,USD,6811.24,2/28/20 0:00,0,,2020-01-24,2020-01-24,2020-02-28,35.0,VeryLate,AllSectors,0,6811.24,0,0.0,0,0.0,0,0.0,5,42100.09411764706,0,0.0
1083,1929580295.0,200705742,DOT foundation,,2019,07/08/19,20190811,USD,3712.99,08/09/19 0:00,0,,2019-07-08,2019-08-11,2019-08-09,-2.0,Early,AllSectors,34,3712.99,3,2804.841935483871,3,8635.535483870968,1,10420.172727272728,0,0.0,0,0.0
1084,1930268854.0,200769623,WAL-MAR llc,Retail,2019,12/13/19,20191228,USD,1328.25,12/24/19 0:00,0,,2019-12-13,2019-12-28,2019-12-24,-4.0,Early,Retail,15,1328.25,157,23732.962953532777,1,11085.927272727273,29,24292.270790378003,1,791.8272727272727,0,0.0
1085,1929398362.0,200769623,WAL-MAR corporation,Retail,2019,5/29/19,20190613,USD,7466.94,06/10/19 0:00,0,,2019-05-29,2019-06-13,2019-06-10,-3.0,Early,Retail,15,7466.94,59,19679.76040609137,1,11085.927272727273,11,22015.60900900901,1,791.8272727272727,0,0.0
1086,1929743506.0,200769623,WAL-MAR ,Retail,2019,8/16/19,20190831,USD,22456.09,8/27/19 0:00,0,,2019-08-16,2019-08-31,2019-08-27,-4.0,Early,Retail,15,22456.09,94,23014.67874601487,1,11085.927272727273,18,24033.357458563536,1,791.8272727272727,0,0.0
1087,2960553525.0,140104423,METRO  corp,,2019,06/06/19,20190617,CAD,111507.2,6/18/19 0:00,0,,2019-06-06,2019-06-17,2019-06-18,1.0,Late,AllSectors,11,81400.256,3,123594.56129032258,0,0.0,1,163027.83636363634,0,0.0,0,0.0
1088,1929222271.0,200769623,WAL-MAR systems,Retail,2019,4/28/19,20190513,USD,43343.91,05/10/19 0:00,0,,2019-04-28,2019-05-13,2019-05-10,-3.0,Early,Retail,15,43343.91,46,20367.65227765727,0,0.0,8,17723.343209876544,1,791.8272727272727,0,0.0
1089,1929724555.0,200763814,SYSCO F ,,2019,08/07/19,20190908,USD,2944.97,8/30/19 0:00,0,,2019-08-07,2019-09-08,2019-08-30,-9.0,Early,AllSectors,32,2944.97,0,0.0,0,0.0,1,5473.136363636363,0,0.0,0,0.0
1091,1928684240.0,200744019,TARG trust,,2019,1/26/19,20190210,USD,3092.4,2/14/19 0:00,0,,2019-01-26,2019-02-10,2019-02-14,4.0,Late,AllSectors,15,3092.4,0,0.0,0,0.0,1,124402.99999999999,0,0.0,0,0.0
1093,2960557282.0,140106181,THE  us,,2019,6/26/19,20190707,CAD,44748.0,09/12/19 0:00,0,,2019-06-26,2019-07-07,2019-09-12,67.0,VeryLate,AllSectors,11,32666.04,0,0.0,0,0.0,0,0.0,0,0.0,1,107021.22727272726
1094,1929292687.0,200705742,DOT corp,,2019,05/10/19,20190525,USD,11462.19,5/28/19 0:00,0,,2019-05-10,2019-05-25,2019-05-28,3.0,Late,AllSectors,15,11462.19,1,3320.3090909090906,3,8635.535483870968,0,0.0,0,0.0,0,0.0
1095,1929378666.0,200769623,WAL-MAR co,Retail,2019,5/25/19,20190609,USD,56602.67,06/05/19 0:00,0,,2019-05-25,2019-06-09,2019-06-05,-4.0,Early,Retail,15,56602.67,58,19044.25421686747,1,11085.927272727273,9,21682.39230769231,1,791.8272727272727,0,0.0
1096,1930455066.0,200772670,ASSOCIAT associates,,2020,1/29/20,20200213,USD,19002.25,2/14/20 0:00,0,,2020-01-29,2020-02-13,2020-02-14,1.0,Late,AllSectors,15,19002.25,3,55643.96129032257,5,27217.262745098044,15,45530.64701986755,0,0.0,0,0.0
1097,1929083384.0,200769623,WAL-MAR llc,Retail,2019,04/06/19,20190421,USD,15673.51,4/17/19 0:00,0,,2019-04-06,2019-04-21,2019-04-17,-4.0,Early,Retail,15,15673.51,39,19742.880818414324,0,0.0,7,20161.547887323944,1,791.8272727272727,0,0.0
1098,1929362775.0,200705372,FR corp,,2019,5/24/19,20190608,USD,53616.34,06/10/19 0:00,0,,2019-05-24,2019-06-08,2019-06-10,2.0,Late,AllSectors,15,53616.34,0,0.0,1,4839.627272727273,0,0.0,0,0.0,0,0.0
1099,1928949387.0,200729942,SA systems,,2019,03/12/19,20190327,USD,5701.62,3/28/19 0:00,0,,2019-03-12,2019-03-27,2019-03-28,1.0,Late,AllSectors,15,5701.62,1,2840.636363636363,0,0.0,0,0.0,0,0.0,0,0.0
1100,1930130562.0,200705742,DOT corp,,2019,11/08/19,20191128,USD,40783.56,11/25/19 0:00,0,,2019-11-08,2019-11-28,2019-11-25,-3.0,Early,AllSectors,20,40783.56,7,18420.64647887324,4,8064.297560975611,2,15912.309523809523,0,0.0,0,0.0
1101,1928991413.0,200936373,SUPE corporation,,2019,3/19/19,20190403,USD,14890.27,04/05/19 0:00,0,,2019-03-19,2019-04-03,2019-04-05,2.0,Late,AllSectors,15,14890.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1103,1929617536.0,200769623,WAL-MAR foundation,Retail,2019,7/14/19,20190729,USD,9387.87,7/31/19 0:00,0,,2019-07-14,2019-07-29,2019-07-31,2.0,Late,Retail,15,9387.87,85,22438.547473560513,1,11085.927272727273,16,22594.181987577642,1,791.8272727272727,0,0.0
1104,1929770165.0,140142846,MONDE us,,2019,8/26/19,20191025,USD,5678.23,11/02/19 0:00,0,,2019-08-26,2019-10-25,2019-11-02,8.0,Late,AllSectors,60,5678.23,0,0.0,0,0.0,1,7878.2363636363625,0,0.0,0,0.0
1105,1929095893.0,100031704,DELHAIZE us,,2019,04/08/19,20190423,USD,38758.41,4/24/19 0:00,0,,2019-04-08,2019-04-23,2019-04-24,1.0,Late,AllSectors,15,38758.41,1,54502.93636363636,1,581.8181818181818,1,15665.02727272727,0,0.0,0,0.0
1106,1928885608.0,200769623,WAL-MAR corporation,Retail,2019,03/02/19,20190317,USD,45144.4,03/12/19 0:00,0,,2019-03-02,2019-03-17,2019-03-12,-5.0,Early,Retail,15,45144.4,27,15862.281549815494,0,0.0,6,23443.847540983606,1,791.8272727272727,0,0.0
1107,1929759112.0,CCU013,KRAFT F associates,,2019,8/23/19,20190823,USD,66504.51,9/27/19 0:00,0,,2019-08-23,2019-08-23,2019-09-27,35.0,VeryLate,AllSectors,0,66504.51,0,0.0,0,0.0,0,0.0,1,2904.881818181818,0,0.0
1108,1929351590.0,200726979,BJ'S  trust,,2019,5/21/19,20190605,USD,232.08,06/05/19 0:00,0,,2019-05-21,2019-06-05,2019-06-05,0.0,OnTime,AllSectors,15,232.08,0,0.0,4,27000.421951219512,8,10730.02962962963,0,0.0,0,0.0
1109,1930324971.0,200793122,PIGGLY trust,,2020,12/30/19,20200114,USD,25585.94,01/10/20 0:00,0,,2019-12-30,2020-01-14,2020-01-10,-4.0,Early,AllSectors,15,25585.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1110,1930422102.0,200769623,WAL-MAR llc,Retail,2020,1/22/20,20200206,USD,16151.2,02/03/20 0:00,0,,2020-01-22,2020-02-06,2020-02-03,-3.0,Early,Retail,15,16151.2,171,23787.764289888946,1,11085.927272727273,31,23115.739871382633,1,791.8272727272727,0,0.0
1111,1929965000.0,200799367,MCL trust,,2019,10/09/19,20191024,USD,7873.55,11/19/19 0:00,0,,2019-10-09,2019-10-24,2019-11-19,26.0,Late,AllSectors,15,7873.55,0,0.0,1,87341.51818181817,0,0.0,0,0.0,0,0.0
1114,1929420892.0,200769623,WAL-MAR us,Retail,2019,06/03/19,20190618,USD,42202.32,6/17/19 0:00,0,,2019-06-03,2019-06-18,2019-06-17,-1.0,Early,Retail,15,42202.32,61,19800.890180032737,1,11085.927272727273,11,22015.60900900901,1,791.8272727272727,0,0.0
1115,1929424066.0,200331749,SYSC corporation,,2019,06/05/19,20190707,USD,14395.17,07/09/19 0:00,0,,2019-06-05,2019-07-07,2019-07-09,2.0,Late,AllSectors,32,14395.17,0,0.0,0,0.0,1,3374.072727272727,0,0.0,0,0.0
1116,1928762454.0,200762301,C&S WH associates,,2019,02/08/19,20190414,USD,1180.07,4/16/19 0:00,0,,2019-02-08,2019-04-14,2019-04-16,2.0,Late,AllSectors,65,1180.07,0,0.0,1,5086.472727272727,0,0.0,0,0.0,0,0.0
1117,1929976043.0,200769623,WAL-MAR in,Retail,2019,10/07/19,20191022,USD,2871.65,10/17/19 0:00,0,,2019-10-07,2019-10-22,2019-10-17,-5.0,Early,Retail,15,2871.65,119,24148.720990764054,1,11085.927272727273,21,23591.502369668247,1,791.8272727272727,0,0.0
1118,2960524005.0,140104340,COLABOR  associates,,2019,1/22/19,20190203,CAD,3828.71,02/07/19 0:00,0,,2019-01-22,2019-02-03,2019-02-07,4.0,Late,AllSectors,12,2794.9583,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1121,1930076751.0,200806580,BE foundation,,2019,10/31/19,20191115,USD,3479.04,11/12/19 0:00,0,,2019-10-31,2019-11-15,2019-11-12,-3.0,Early,AllSectors,15,3479.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1123,1991830486.0,CC3620,HEINZ AF foundation,,2019,8/16/19,20190930,USD,5344.32,9/27/19 0:00,0,,2019-08-16,2019-09-30,2019-09-27,-3.0,Early,AllSectors,45,5344.32,1,3936.3272727272724,0,0.0,0,0.0,0,0.0,0,0.0
1125,1928794861.0,200726979,BJ'S  in,,2019,2/14/19,20190301,USD,421.78,03/01/19 0:00,0,,2019-02-14,2019-03-01,2019-03-01,0.0,OnTime,AllSectors,15,421.78,0,0.0,0,0.0,3,27214.716129032262,0,0.0,0,0.0
1126,1930179111.0,200705372,FR ,,2019,11/22/19,20191207,USD,102080.18,12/09/19 0:00,0,,2019-11-22,2019-12-07,2019-12-09,2.0,Late,AllSectors,15,102080.18,0,0.0,2,3295.4761904761904,1,48742.127272727266,0,0.0,0,0.0
1128,1930253913.0,200769623,WAL-MAR systems,Retail,2019,12/09/19,20191224,USD,46068.37,12/20/19 0:00,0,,2019-12-09,2019-12-24,2019-12-20,-4.0,Early,Retail,15,46068.37,149,23885.63024815559,1,11085.927272727273,29,24292.270790378003,1,791.8272727272727,0,0.0
1129,1930129862.0,200769623,WAL-MAR trust,Retail,2019,11/10/19,20191125,USD,42117.17,11/20/19 0:00,0,,2019-11-10,2019-11-25,2019-11-20,-5.0,Early,Retail,15,42117.17,130,24179.9960799385,1,11085.927272727273,24,24084.290871369296,1,791.8272727272727,0,0.0
1130,2960584310.0,140106372,G T  ,,2019,10/03/19,20191017,CAD,10662.94,10/18/19 0:00,0,,2019-10-03,2019-10-17,2019-10-18,1.0,Late,AllSectors,14,7783.9462,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1131,1929871966.0,200357714,US  corp,,2019,9/13/19,20190928,USD,38991.71,10/04/19 0:00,0,,2019-09-13,2019-09-28,2019-10-04,6.0,Late,AllSectors,15,38991.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1132,1929784199.0,200739006,AL in,,2019,8/30/19,20190914,USD,25837.8,9/13/19 0:00,0,,2019-08-30,2019-09-14,2019-09-13,-1.0,Early,AllSectors,15,25837.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1133,1928784055.0,200777735,NASH  co,,2019,02/12/19,20190227,USD,140.81,2/25/19 0:00,0,,2019-02-12,2019-02-27,2019-02-25,-2.0,Early,AllSectors,15,140.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1134,1930412815.0,200747369,SCHNU trust,,2020,1/19/20,20200203,USD,27377.29,02/03/20 0:00,0,,2020-01-19,2020-02-03,2020-02-03,0.0,OnTime,AllSectors,15,27377.29,1,4670.572727272727,0,0.0,0,0.0,0,0.0,0,0.0
1135,1928719609.0,200772670,ASSOCIAT trust,,2019,1/31/19,20190215,USD,20664.37,2/14/19 0:00,0,,2019-01-31,2019-02-15,2019-02-14,-1.0,Early,AllSectors,15,20664.37,0,0.0,1,24573.22727272727,0,0.0,0,0.0,0,0.0
1136,1930207262.0,200777735,NASH  ,,2019,12/02/19,20191217,USD,116998.97,12/16/19 0:00,0,,2019-12-02,2019-12-17,2019-12-16,-1.0,Early,AllSectors,15,116998.97,2,5714.328571428571,2,545.7904761904762,0,0.0,0,0.0,0,0.0
1137,1930343354.0,200769623,WAL-MAR llc,Retail,2020,01/02/20,20200117,USD,485.06,1/14/20 0:00,0,,2020-01-02,2020-01-17,2020-01-14,-3.0,Early,Retail,15,485.06,161,23417.04767225325,1,11085.927272727273,29,24292.270790378003,1,791.8272727272727,0,0.0
1138,1928818650.0,CCCA02,KRAFT  trust,,2019,2/20/19,20190327,USD,22704.0,3/29/19 0:00,0,,2019-02-20,2019-03-27,2019-03-29,2.0,Late,AllSectors,35,22704.0,1,7003.636363636363,0,0.0,0,0.0,0,0.0,0,0.0
1139,1930492689.0,200762301,C&S WH corp,,2020,02/10/20,20200415,USD,5231.91,2/25/20 0:00,0,,2020-02-10,2020-04-15,2020-02-25,-50.0,Early,AllSectors,65,5231.91,3,13575.62258064516,9,54154.419780219774,6,28121.1,0,0.0,0,0.0
1140,1929375608.0,200888842,JULI llc,,2019,5/27/19,20190611,USD,31116.42,6/19/19 0:00,0,,2019-05-27,2019-06-11,2019-06-19,8.0,Late,AllSectors,15,31116.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1142,1928682736.0,200769623,WAL-MAR in,Retail,2019,1/25/19,20190209,USD,44531.53,02/12/19 0:00,0,,2019-01-25,2019-02-09,2019-02-12,3.0,Late,Retail,15,44531.53,13,20955.66641221374,0,0.0,2,23725.857142857145,1,791.8272727272727,0,0.0
1143,1929710214.0,200353024,DECA llc,,2019,08/06/19,20190824,USD,174.72,8/16/19 0:00,0,,2019-08-06,2019-08-24,2019-08-16,-8.0,Early,AllSectors,18,174.72,3,94.68387096774192,0,0.0,0,0.0,0,0.0,0,0.0
1144,2960592867.0,140104472,MARTIN systems,,2019,11/14/19,20191202,CAD,4334.4,12/04/19 0:00,0,,2019-11-14,2019-12-02,2019-12-04,2.0,Late,AllSectors,18,3164.1119999999996,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1145,1929045074.0,200765011,MAINES trust,,2019,3/29/19,20190413,USD,53327.32,4/15/19 0:00,0,,2019-03-29,2019-04-13,2019-04-15,2.0,Late,AllSectors,15,53327.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1146,1928651255.0,200756072,REINHA foundation,,2019,1/24/19,20190213,USD,12322.77,2/21/19 0:00,0,,2019-01-24,2019-02-13,2019-02-21,8.0,Late,AllSectors,20,12322.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1147,1929008891.0,200769623,WAL-MAR ,Retail,2019,3/22/19,20190406,USD,70726.38,04/02/19 0:00,0,,2019-03-22,2019-04-06,2019-04-02,-4.0,Early,Retail,15,70726.38,34,17384.21260997067,0,0.0,7,20161.547887323944,1,791.8272727272727,0,0.0
1148,1928976938.0,200748108,KROGER corporation,,2019,3/17/19,20190401,USD,41962.03,04/02/19 0:00,0,,2019-03-17,2019-04-01,2019-04-02,1.0,Late,AllSectors,15,41962.03,0,0.0,1,112337.77272727272,1,52880.35454545454,0,0.0,0,0.0
1149,1929319433.0,200769623,WAL-MAR foundation,Retail,2019,5/17/19,20190601,USD,13876.93,5/29/19 0:00,0,,2019-05-17,2019-06-01,2019-05-29,-3.0,Early,Retail,15,13876.93,54,19165.40609981516,1,11085.927272727273,8,17723.343209876544,1,791.8272727272727,0,0.0
1151,1929496267.0,200769623,WAL-MAR llc,Retail,2019,6/16/19,20190701,USD,41785.45,6/26/19 0:00,0,,2019-06-16,2019-07-01,2019-06-26,-5.0,Early,Retail,15,41785.45,68,19618.935095447872,1,11085.927272727273,12,20537.457851239673,1,791.8272727272727,0,0.0
1154,1929910775.0,200721222,GO systems,,2019,9/23/19,20191008,USD,53812.94,10/08/19 0:00,0,,2019-09-23,2019-10-08,2019-10-08,0.0,OnTime,AllSectors,15,53812.94,0,0.0,1,15734.099999999997,1,25752.64545454545,0,0.0,0,0.0
1155,1929286394.0,200792293,UNIFIE us,,2019,05/09/19,20190524,USD,114464.24,5/28/19 0:00,0,,2019-05-09,2019-05-24,2019-05-28,4.0,Late,AllSectors,15,114464.24,0,0.0,1,33059.781818181815,0,0.0,0,0.0,0,0.0
1157,1930220478.0,200799367,MCL foundation,,2019,12/05/19,20191220,USD,61595.55,12/23/19 0:00,0,,2019-12-05,2019-12-20,2019-12-23,3.0,Late,AllSectors,15,61595.55,0,0.0,1,87341.51818181817,2,10770.419047619047,0,0.0,0,0.0
1158,1930411576.0,200769623,WAL-MAR co,Retail,2020,1/19/20,20200203,USD,14661.88,1/29/20 0:00,0,,2020-01-19,2020-02-03,2020-01-29,-5.0,Early,Retail,15,14661.88,170,23841.414403292172,1,11085.927272727273,31,23115.739871382633,1,791.8272727272727,0,0.0
1159,1928681236.0,200748108,KROGER foundation,,2019,1/25/19,20190209,USD,58168.39,02/11/19 0:00,0,,2019-01-25,2019-02-09,2019-02-11,2.0,Late,AllSectors,15,58168.39,0,0.0,1,112337.77272727272,0,0.0,0,0.0,0,0.0
1160,1929721936.0,200794332,COST foundation,,2019,08/12/19,20190827,USD,51407.61,8/26/19 0:00,0,,2019-08-12,2019-08-27,2019-08-26,-1.0,Early,AllSectors,15,51407.61,4,25092.643902439027,3,13657.106451612903,3,25472.81612903226,0,0.0,0,0.0
1161,1929494061.0,200794332,COST foundation,,2019,6/17/19,20190702,USD,42013.63,07/01/19 0:00,0,,2019-06-17,2019-07-02,2019-07-01,-1.0,Early,AllSectors,15,42013.63,2,20499.290476190476,3,13657.106451612903,3,25472.81612903226,0,0.0,0,0.0
1162,1929642946.0,200769623,WAL-MAR ,Retail,2019,7/20/19,20190804,USD,4355.07,7/30/19 0:00,0,,2019-07-20,2019-08-04,2019-07-30,-5.0,Early,Retail,15,4355.07,86,22723.866318234603,1,11085.927272727273,18,24033.357458563536,1,791.8272727272727,0,0.0
1163,1930530560.0,200769623,WAL-MAR foundation,Retail,2020,2/15/20,20200301,USD,9369.27,03/03/20 0:00,0,,2020-02-15,2020-03-01,2020-03-03,2.0,Late,Retail,15,9369.27,183,23768.4890770071,1,11085.927272727273,35,25082.993162393155,1,791.8272727272727,0,0.0
1164,1928659799.0,200704045,RA ,,2019,1/22/19,20190206,USD,19290.65,02/06/19 0:00,0,,2019-01-22,2019-02-06,2019-02-06,0.0,OnTime,AllSectors,15,19290.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1165,1929700998.0,200729290,KROGER llc,,2019,08/05/19,20190820,USD,67944.33,8/20/19 0:00,0,,2019-08-05,2019-08-20,2019-08-20,0.0,OnTime,AllSectors,15,67944.33,0,0.0,0,0.0,2,33245.31428571429,0,0.0,0,0.0
1166,1930567543.0,200772670,ASSOCIAT foundation,,2020,2/25/20,20200311,USD,347.23,3/19/20 0:00,0,,2020-02-25,2020-03-11,2020-03-19,8.0,Late,AllSectors,15,347.23,3,55643.96129032257,6,28250.547540983607,16,43882.92049689441,0,0.0,0,0.0
1167,1929547889.0,200726979,BJ'S  us,,2019,6/26/19,20190711,USD,518.6,07/11/19 0:00,0,,2019-06-26,2019-07-11,2019-07-11,0.0,OnTime,AllSectors,15,518.6,0,0.0,10,11071.269306930693,12,8802.746280991736,0,0.0,0,0.0
1168,1928826157.0,200729942,SA corporation,,2019,2/19/19,20190306,USD,3124.7,03/01/19 0:00,0,,2019-02-19,2019-03-06,2019-03-01,-5.0,Early,AllSectors,15,3124.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1169,1930126899.0,200468954,SKID trust,,2019,11/06/19,20191121,USD,34862.79,11/21/19 0:00,0,,2019-11-06,2019-11-21,2019-11-21,0.0,OnTime,AllSectors,15,34862.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1171,1928647667.0,200696090,UNITE corp,,2019,1/22/19,20190206,USD,7549.32,02/06/19 0:00,0,,2019-01-22,2019-02-06,2019-02-06,0.0,OnTime,AllSectors,15,7549.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
